주성분코드,제품코드
441031BIJ,purified olive oil and purified soybean oil(8:2)   50g(0.2g/mL)
441033BIJ,purified olive oil and purified soybean oil(8:2)   100g(0.2g/mL)
486700BIJ,medium chain triglyceride   15g(60mg/mL)
486800BIJ,medium chain triglyceride   30g(60mg/mL)
511900BIJ,medium chain triglyceride   6g(60mg/mL)
514200BIJ,medium chain triglyceride   25g(0.1g/mL)
612400BIJ,medium chain triglyceride   50g(0.1g/mL)
612500BIJ,medium chain triglyceride   10g(0.1g/mL)
215803BIJ,potassium chloride   3g(0.15g/mL)
215804BIJ,potassium chloride   15g(0.15g/mL)
215807BIJ,potassium chloride   1.491g(74.55mg/mL)
228703BIJ,sodium chloride(11.7%)   2.34g(0.117g/mL)
228719BIJ,sodium chloride(11.7%)   11.7g(0.117g/mL)
228701BIJ,sodium chloride(3%)   15g(30mg/mL)
228707BIJ,sodium chloride(0.45%)   2.25g(4.5mg/mL)
228709BIJ,sodium chloride(0.45%)   4.5g(4.5mg/mL)
228708BIJ,sodium chloride(0.9%)   0.18g(9mg/mL)
228710BIJ,sodium chloride(0.9%)   0.45g(9mg/mL)
228711BIJ,sodium chloride(0.9%)   0.9g(9mg/mL)
228712BIJ,sodium chloride(0.9%)   1.35g(9mg/mL)
228713BIJ,sodium chloride(0.9%)   4.5g(9mg/mL)
228714BIJ,sodium chloride(0.9%)   9g(9mg/mL)
228715BIJ,sodium chloride(0.9%)   27g(9mg/mL)
228722BIJ,sodium chloride(0.9%)   1.8g(9mg/mL)
228726BIJ,sodium chloride(0.9%)   2.25g(9mg/mL)
228728BIJ,sodium chloride(0.9%)   0.27g(9mg/mL)
228736BIJ,sodium chloride(0.9%)   0.36g(9mg/mL)
318600BIJ,dextran-40   50g(0.1g/mL)
348700BIJ,dextrose   100g(0.1g/mL)
320100BIJ,dextrose   25g(25mg/mL)
320200BIJ,dextrose   16.65g(33.3mg/mL)
320300BIJ,dextrose   18.75g(37.5mg/mL)
320400BIJ,dextrose   20g(40mg/mL)
349300BIJ,dextrose   40g(40mg/mL)
319000BIJ,dextrose   25g(50mg/mL)
348500BIJ,dextrose   50g(50mg/mL)
348600BIJ,dextrose   50g(50mg/mL)
494800BIJ,dextrose   50g(50mg/mL)
367800BIJ,glucose   100g(0.1g/mL)
496200BIJ,dextrose   100g(0.1g/mL)
496300BIJ,dextrose   100g(0.1g/mL)
319500BIJ,dextrose   50g(50mg/mL)
319600BIJ,dextrose   50g(50mg/mL)
400600BIJ,dextrose   25g(50mg/mL)
491500BIJ,dextrose   50g(50mg/mL)
653700BIJ,dextrose   25g(50mg/mL)
319700BIJ,calcium chloride   165mg(0.33mg/mL)
319800BIJ,dextrose   12.5g(25mg/mL)
320000BIJ,magnesium chloride   0.15g(0.3mg/mL)
349000BIJ,magnesium chloride   0.3g(0.3mg/mL)
320600BIJ,dextrose   12.5g(25mg/mL)
512700BIJ,calcium chloride   0.27g(0.27mg/mL)
512800BIJ,calcium chloride   0.135g(0.27mg/mL)
320700BIJ,calcium chloride   0.1g(0.2mg/mL)
349400BIJ,calcium chloride   0.2g(0.2mg/mL)
320900BIJ,calcium chloride   0.1g(0.2mg/mL)
349500BIJ,calcium chloride   0.2g(0.2mg/mL)
389800BIJ,dextrose   21.5g(43mg/mL)
519400BIJ,potassium chloride   1.5g(1.5mg/mL)
518100BIJ,potassium chloride   1.5g(15mg/mL)
496700BIJ,potassium chloride   3g(3mg/mL)
152904BIJ,eptacog α(activated)   100KI.U
152905BIJ,eptacog α(activated)   50KI.U
152906BIJ,eptacog α(activated)   250KI.U
168430BIJ,hemocoagulase   1nihu(1nihu/mL)
168431BIJ,hemocoagulase   2nihu(1nihu/mL)
242531BIJ,tranexamic acid   0.5g(0.1g/mL)
242530BIJ,tranexamic acid   0.25g(50mg/mL)
251030BIJ,p-aminomethyl benzoic acid   50mg(10mg/mL)
650701BIJ,idarucizumab   2.5g(50mg/mL)
140232BIJ,dalteparin sodium   10KI.U(10KI.U/mL)
140230BIJ,dalteparin sodium   2.5KI.U(12.5KI.U/mL)
140234BIJ,dalteparin sodium   10KI.U(2.5KI.U/mL)
140231BIJ,dalteparin sodium   7.5KI.U(25KI.U/mL)
140233BIJ,dalteparin sodium   10KI.U(25KI.U/mL)
152130BIJ,enoxaparin sodium   20mg(0.1g/mL)
152131BIJ,enoxaparin sodium   30mg(0.1g/mL)
152132BIJ,enoxaparin sodium   40mg(0.1g/mL)
152133BIJ,enoxaparin sodium   60mg(0.1g/mL)
152134BIJ,enoxaparin sodium   80mg(0.1g/mL)
168630BIJ,heparin sodium   20KI.U(1KI.U/mL)
168632BIJ,heparin sodium   5KI.U(1KI.U/mL)
168631BIJ,heparin sodium   25KI.U(5KI.U/mL)
198430BIJ,nadroparin calcium   2.85KI.U Axa(9.5KI.U Axa/mL)
198432BIJ,nadroparin calcium   5.7KI.U Axa(9.5KI.U Axa/mL)
380700BIJ,anhydrous citric acid   7.3mg
450130BIJ,fondaparinux sodium   2.5mg(5mg/mL)
465830BIJ,bemiparin sodium (as Anti Fxa   2.5KI.U AntiXa(12.5KI.U AntiXa/mL))
465831BIJ,bemiparin sodium (as Anti Fxa   3.5KI.U AntiXa(17.5KI.U AntiXa/mL))
650501BIJ,defibrotide   0.2g(80mg/mL)
158930BIJ,filgrastim   75μg(0.25mg/mL)
158931BIJ,filgrastim   0.15mg(0.25mg/mL)
158932BIJ,filgrastim   0.3mg(0.25mg/mL)
158934BIJ,filgrastim   0.15mg(0.3mg/mL)
158935BIJ,filgrastim   0.3mg(0.3mg/mL)
158936BIJ,filgrastim   75μg(0.3mg/mL)
158933BIJ,filgrastim   0.3mg(0.42857mg/mL)
181801BIJ,lenograstim   0.1mg
181802BIJ,lenograstim   0.25mg
181803BIJ,lenograstim   50μg
210430BIJ,pentastarch   50g(0.1g/mL)
216030BIJ,potassium phosphate monobasic   2.722g(0.1361g/mL)
220330BIJ,protamine sulfate   50mg(10mg/mL)
319200BIJ,hydroxyethyl starch   30g(60mg/mL)
321000BIJ,calcium chloride   331mg(16.55mg/mL)
431630BIJ,recombinant blood coagulation factor VIII   250I.U
431631BIJ,recombinant blood coagulation factor VIII   500I.U
431632BIJ,recombinant blood coagulation factor VIII   1KI.U
431633BIJ,recombinant blood coagulation factor VIII   1.5KI.U
431730BIJ,"recombinant blood coagulation factor IX, nonacog α   250I.U"
431731BIJ,"recombinant blood coagulation factor IX, nonacog α   500I.U"
431732BIJ,"recombinant blood coagulation factor IX, nonacog α   1KI.U"
431733BIJ,"recombinant blood coagulation factor IX, nonacog α   2KI.U"
431734BIJ,"recombinant blood coagulation factor IX, nonacog α   3KI.U"
465300BIJ,calcium chloride   0.185g(0.37mg/mL)
486601BIJ,moroctocog α   250I.U
486602BIJ,moroctocog α   500I.U
486603BIJ,moroctocog α   1KI.U
486604BIJ,moroctocog α   2KI.U
486605BIJ,moroctocog α   3KI.U
488300BIJ,chromic chloride   0.102mg(51μg/mL)
504600BIJ,calcium chloride dihydrate   0.185g(0.37mg/mL)
506230BIJ,beroctocog α   500I.U
506231BIJ,beroctocog α   1KI.U
506232BIJ,beroctocog α   250I.U
590530BIJ,plerixafor   24mg(20mg/mL)
607800BIJ,hydroxyethyl starch   30g(60mg/mL)
615401BIJ,romiplostim   0.25mg
618830BIJ,pegfilgrastim   6mg(10mg/mL)
628330BIJ,tripegfilgrastim   6mg(10mg/mL)
628301BIJ,lipegfilgrastim   6mg
633130BIJ,pegteograstim   6mg(10mg/mL)
649701BIJ,"recombinant blood coagulation factor Ⅸ, nonacog gamma   250I.U"
649702BIJ,"recombinant blood coagulation factor Ⅸ, nonacog gamma   500I.U"
649703BIJ,"recombinant blood coagulation factor Ⅸ, nonacog gamma   1KI.U"
649704BIJ,"recombinant blood coagulation factor Ⅸ, nonacog gamma   2KI.U"
649705BIJ,"recombinant blood coagulation factor Ⅸ, nonacog gamma   3KI.U"
666801BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α   250I.U"
666802BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α   500I.U"
666803BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α   1KI.U"
666804BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α   2KI.U"
666805BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α   3KI.U"
670201BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α   250I.U"
670202BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α   500I.U"
670203BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α   1KI.U"
670204BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α   2KI.U"
670205BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α   3KI.U"
670501BIJ,"recombinant blood coagulation factor VIII, rurioctocog α pegol   250I.U"
670502BIJ,"recombinant blood coagulation factor VIII, rurioctocog α pegol   500I.U"
670503BIJ,"recombinant blood coagulation factor VIII, rurioctocog α pegol   1KI.U"
670504BIJ,"recombinant blood coagulation factor VIII, rurioctocog α pegol   2KI.U"
228503BIS,sodium bicarbonate   734.58g(58.3mg/mL)
228511BIS,sodium bicarbonate   367.29g(58.3mg/mL)
228524BIS,sodium bicarbonate   408.1g(58.3mg/mL)
228505BIS,sodium bicarbonate   441g(70mg/mL)
228506BIS,sodium bicarbonate   882g(70mg/mL)
228509BIS,sodium bicarbonate   700g(70mg/mL)
228526BIS,sodium bicarbonate   385g(70mg/mL)
228519BIS,sodium bicarbonate   1058.4g(84mg/mL)
228535BIS,sodium bicarbonate   529.2g(84mg/mL)
228504BIS,sodium bicarbonate   650g
228515BIS,sodium bicarbonate   750g
228518BIS,sodium bicarbonate   900g
228522BIS,sodium bicarbonate   882g
228523BIS,sodium bicarbonate   720g
228530BIS,sodium bicarbonate   15894g
228531BIS,sodium bicarbonate   16800g
228532BIS,sodium bicarbonate   760g
228534BIS,sodium bicarbonate   320.65g(58.3mg/mL)
322600BIS,calcium chloride   45g(9mg/mL)
350400BIS,calcium chloride   90g(9mg/mL)
510300BIS,calcium chloride   49.5g(9mg/mL)
322800BIS,acetic acid   63.1g(6.31mg/mL)
606600BIS,acetic acid   37.86g(6.31mg/mL)
606700BIS,acetic acid   31.55g(6.31mg/mL)
669500BIS,acetic acid   34.705g(6.31mg/mL)
481400BIS,acetic acid   600g(6.34mg/mL)
481500BIS,acetic acid   600g(6.34mg/mL)
479300BIS,acetic acid   63g(6.3mg/mL)
323200BIS,calcium chloride   64.3g(6.43mg/mL)
406800BIS,calcium chloride   32.15g(6.43mg/mL)
510200BIS,calcium chloride   35.365g(6.43mg/mL)
323400BIS,calcium chloride   77.2g(7.72mg/mL)
473100BIS,calcium chloride   38.6g(7.72mg/mL)
510100BIS,calcium chloride   42.46g(7.72mg/mL)
650300BIS,calcium chloride   772g(7.72mg/mL)
502400BIS,calcium chloride   77.2g
324000BIS,calcium chloride   0.368g(0.184mg/mL)
365900BIS,calcium chloride   0.514g(0.257mg/mL)
366000BIS,calcium chloride   0.514g(0.257mg/mL)(2백)
429900BIS,calcium chloride dihydrate   1.285g(0.257mg/mL)
478900BIS,acetic acid   84.1g(8.41mg/mL)
479500BIS,calcium chloride   77g(7.7mg/mL)
645100BIS,calcium chloride   644g(6.44mg/mL)
321400BIS,calcium chloride   0.366g(0.183mg/mL)(2백)
324800BIS,calcium chloride   1.2865g(0.2573mg/mL)
325900BIS,calcium chloride   1.2865g(0.2573mg/mL)
326000BIS,calcium chloride   1.2865g(0.2573mg/mL)
352400BIS,calcium chloride   0.514g(0.257mg/mL)(2백)
321600BIS,calcium chloride   0.366g(0.183mg/mL)(2백)
321800BIS,calcium chloride   0.366g(0.183mg/mL)(2백)
463700BIS,calcium chloride   0.3675g(A용액 1000mL중)(2백)
463900BIS,calcium chloride   0.3675g(A용액 1000mL중)(2백)
464000BIS,calcium chloride   0.3675g(A용액 1000mL중)(2백)
324100BIS,d-mannitol   16.2g(5.4mg/mL)
326500BIS,2-ketoglutaric acid monopotassium salt   0.1842g(0.1842mg/mL)
354200BIS,2-ketoglutaric acid monopotassium salt   0.921g(0.1842mg/mL)
349700BIS,calcium chloride   1.285g(0.257mg/mL)
349900BIS,calcium chloride   0.514g(0.257mg/mL)(2백)
423400BIS,calcium chloride   0.6425g(0.257mg/mL)(2백)
349800BIS,calcium chloride   1.285g(0.257mg/mL)
350000BIS,calcium chloride   0.514g(0.257mg/mL)(2백)
423200BIS,calcium chloride   0.6425g(0.257mg/mL)(2백)
350200BIS,calcium chloride   0.514g(0.257mg/mL)(2백)
350300BIS,calcium chloride   1.285g(0.257mg/mL)
423500BIS,calcium chloride   0.6425g(0.257mg/mL)(2백)
366100BIS,calcium chloride   0.5145g(A용액 1000mL중)(2백)
449000BIS,calcium chloride   0.77175g(A용액 1500mL중)(2백)
449800BIS,calcium chloride   0.643125g(A용액 1250mL중)(2백)
494900BIS,calcium chloride   1.28625g(A용액 2500mL중)(2백)
513500BIS,calcium chloride   0.385875g(A용액 750mL중)(2백)
366200BIS,calcium chloride   0.5145g(A용액 1000mL중)(2백)
449100BIS,calcium chloride   0.7717g(A용액 1500mL중)(2백)
449900BIS,calcium chloride   0.6431g(A용액 1250mL중)(2백)
464700BIS,calcium chloride   0.385875g(A용액 750mL중)(2백)
495000BIS,calcium chloride   1.28625g(A용액 2500mL중)(2백)
366300BIS,calcium chloride   0.5145g(A용액 1000mL중)(2백)
449200BIS,calcium chloride   0.77175g(A용액 1500mL중)(2백)
450000BIS,calcium chloride   0.643125g(A용액 1250mL중)(2백)
464800BIS,calcium chloride   0.385875g(A용액 750mL중)(2백)
431100BIS,calcium chloride dihydrate   0.368g(A용액 725mL중)(2백)
431200BIS,calcium chloride dihydrate   0.368g(A용액 725mL중)(2백)
431300BIS,calcium chloride dihydrate   0.368g(A용액 725mL중)(2백)
509600BIS,calcium chloride dihydrate   0.92g(A용액 3750mL중)(2백)
509700BIS,calcium chloride dihydrate   0.92g(A용액 3750mL중)(2백)
509800BIS,calcium chloride dihydrate   0.92g(A용액 3750mL중)(2백)
510700BIS,calcium chloride dihydrate   0.368g(A용액 725mL중)(2백)
510800BIS,calcium chloride dihydrate   0.368g(A용액 725mL중)(2백)
511000BIS,calcium chloride dihydrate   0.368g(A용액 725mL중)(2백)
665700BIS,calcium chloride dihydrate   0.551g(A용액 1087.5mL중)(2백)
665800BIS,calcium chloride dihydrate   0.551g(A용액 1087.5mL중)(2백)
665900BIS,calcium chloride dihydrate   0.551g(A용액 1087.5mL중)(2백)
515300BIS,calcium chloride   1.1025g(A분획 250mL중)
681600BIS,calcium chloride dihydrate   0.5145g(A액 1000mL중)
681700BIS,calcium chloride dihydrate   1.28625g(A액 2500mL중)
681800BIS,calcium chloride dihydrate   0.5145g(A액 1000mL중)
681900BIS,calcium chloride dihydrate   1.28625g(A액 2500mL중)
682000BIS,calcium chloride dihydrate   0.5145g(A액 1000mL중)
682100BIS,calcium chloride dihydrate   1.28625g(A액 2500mL중)
516900BIS,calcium chloride   1.1025g(A분획 250mL중)
517000BIS,calcium chloride   1.1025g(A분획 250mL중)
644300BIJ,calcium chloride dihydrate   0.92g(A분획 250mL중)
659300BIS,calcium chloride dihydrate   1.28625g(A분획 250mL중)
659400BIS,calcium chloride dihydrate   1.28625g(A분획 250mL중)
110530BIJ,L-ornithine-L-aspartate   0.5g(0.1g/mL)
110531BIJ,L-ornithine-L-aspartate   5g(0.5g/mL)
140701BIJ,deferoxamine mesylate   0.5g
142501BIJ,dexrazoxane   0.5g
150930BIJ,edetate calcium disodium   1g(0.2g/mL)
160430BIJ,flumazenil   0.3mg(0.1mg/mL)
160431BIJ,flumazenil   0.5mg(0.1mg/mL)
160432BIJ,flumazenil   0.2mg(0.1mg/mL)
166502BIJ,glutathione(reducing)   0.1g
182534BIJ,calcium folinate (as folinate   50mg(10mg/mL))
182535BIJ,calcium folinate (as folinate   0.1g(10mg/mL))
182536BIJ,calcium folinate (as folinate   0.2g(10mg/mL))
182537BIJ,calcium folinate (as folinate   0.3g(10mg/mL))
182539BIJ,calcium folinate (as folinate   0.5g(10mg/mL))
182531BIJ,calcium folinate (as folinate   15mg(15mg/mL))
182533BIJ,calcium folinate (as folinate   30mg(15mg/mL))
182530BIJ,calcium folinate (as folinate   3mg(3mg/mL))
182532BIJ,calcium folinate (as folinate   15mg(7.5mg/mL))
190930BIJ,mesna   0.4g(0.1g/mL)
228502BIJ,sodium bicarbonate   1.68g(84mg/mL)
360530BIJ,sodium thiosulfate   12.5g(0.25g/mL)
363401BIJ,pralidoxime chloride   0.5g
566132BIJ,leucovorin sodium (as leucovorin   0.2g(50mg/mL))
566134BIJ,leucovorin sodium (as leucovorin   0.35g(50mg/mL))
622630BIJ,levoleucovorin sodium (as levoleucovorin   50mg(50mg/mL))
622631BIJ,levoleucovorin sodium (as levoleucovorin   0.2g(50mg/mL))
622632BIJ,levoleucovorin sodium (as levoleucovorin   0.45g(50mg/mL))
439701BIJ,agalsidase β(recombinant human α-galactosidase A)   37mg
442101BIJ,rasburicase   1.5mg
466230BIJ,laronidase(recombinant α-L-iduronidase)   2.9mg(0.58mg/mL)
498430BIJ,idursulfase(recombinant human iduronate-2-sulfatase)   6mg(2mg/mL)
498530BIJ,galsulfase(recombinant human N-acetylgalactosamine 4-sulfatase)   5mg(1mg/mL)
499001BIJ,alglucosidase α(recombinant human acid α-glucosidase)   52.5mg
518730BIJ,idursulfase β   6mg(2mg/mL)
637701BIJ,elosulfase alfa   5mg(1mg/mL)
637830BIJ,agalsidase alfa   3.5mg(1mg/mL)
637901BIJ,velaglucerase α   400I.U
170130BIJ,human insulin   300I.U(100I.U/mL)
170131BIJ,human insulin   1KI.U(100I.U/mL)
170430BIJ,human insulin(N70/R30)   300I.U(100I.U/mL)
170431BIJ,human insulin(N70/R30)   1KI.U(100I.U/mL)
175330BIJ,insulin lispro   300I.U(100I.U/mL)
175331BIJ,insulin lispro   1KI.U(100I.U/mL)
175332BIJ,insulin lispro(insulin lispro protamine/insulin lispro 75%/25%)   300I.U(100I.U/mL)
175333BIJ,insulin lispro(insulin lispro protamine/insulin lispro 50%/50%)   300I.U(100I.U/mL)
441330BIJ,insulin aspart   300I.U(100I.U/mL)
441331BIJ,insulin aspart   1KI.U(100I.U/mL)
441332BIJ,insulin aspart(insulin aspart protamine/insulin aspart 70%/30%)   300I.U(100I.U/mL)
441333BIJ,insulin aspart(insulin aspart protamine/insulin aspart 50%/50%)   300I.U(100I.U/mL)
461830BIJ,insulin glargine (as human insulin   300I.U(100I.U/mL))
461831BIJ,insulin glargine (as human insulin   1KI.U(100I.U/mL))
461832BIJ,insulin glargine (as human insulin   450I.U(300I.U/mL))
484930BIJ,insulin glulisine   10.47mg(3.49mg/mL)
484931BIJ,insulin glulisine   34.9mg(3.49mg/mL)
488730BIJ,insulin detemir   42.6mg(14.2mg/mL)
512130BIJ,exenatide   0.3mg(0.25mg/mL)
512131BIJ,exenatide   0.6mg(0.25mg/mL)
626631BIJ,lixisenatide   0.3mg(0.1mg/mL)
626630BIJ,lixisenatide   0.15mg(50μg/mL)
626700BIJ,insulin aspart   90I.U(30I.U/mL)
626830BIJ,Insulin degludec   300I.U(100I.U/mL)
626831BIJ,Insulin degludec   600I.U(200I.U/mL)
639701BIJ,dulaglutide   0.75mg
639702BIJ,dulaglutide   1.5mg
666700BIJ,insulin glargine (as human insulin   300I.U(100I.U/mL))
667000BIJ,insulin glargine (as human insulin   300I.U(100I.U/mL))
130231BIJ,cerebrolysin concentrate   2.152g(0.2152mg/mL)
164301BIJ,gabexate mesilate   0.1g
166001BIJ,glucagon   1mg
173601BIJ,imiglucerase   212U
173602BIJ,imiglucerase   424U
207930BIJ,pamidronate disodium (as pamidronate   15mg(15mg/mL))
237830BIJ,thioctic acid tromethamine   0.9528g(39.7mg/mL)
328200BIJ,fructose   10g(50mg/mL)
354500BIJ,fructose   25g(50mg/mL)
354400BIJ,fructose   25g(50mg/mL)
420731BIJ,zoledronic acid   4mg(0.8mg/mL))
420730BIJ,zoledronic acid   4mg(40μg/mL)
420732BIJ,zoledronic acid   5mg(50μg/mL)
461501BIJ,nafamostat mesilate   10mg
461502BIJ,nafamostat mesilate   50mg
480330BIJ,ibandronic acid monosodium salt monohydrate (as ibandronic acid   3mg(1mg/mL))
526030BIJ,BDDE bridged sodium hyaluronate gel (as butanediol diglycidyl ether bridged sodium hyaluronate   60mg(20mg/mL))
530045BIJ,sodium hyaluronate   20mg(10mg/mL)
530046BIJ,sodium hyaluronate   25mg(10mg/mL)
629001BIJ,denosumab   60mg(60mg/mL)
629002BIJ,denosumab   0.12g(70mg/mL)
104501BIJ,aldesleukin(rhIL-2)   18MI.U
120630BIJ,busulfan   60mg(6mg/mL)
123730BIJ,carboplatin   50mg(10mg/mL)
123731BIJ,carboplatin   0.15g(10mg/mL)
123732BIJ,carboplatin   0.45g(10mg/mL)
123733BIJ,carboplatin   0.55g(10mg/mL)
123734BIJ,carboplatin   0.6g(10mg/mL)
123735BIJ,carboplatin   0.65g(10mg/mL)
134530BIJ,cisplatin   10mg(0.5mg/mL)
134533BIJ,cisplatin   50mg(0.5mg/mL)
134534BIJ,cisplatin   50mg(1mg/mL)
134830BIJ,cladribine   10mg(1mg/mL)
139005BIJ,cyclophosphamide   0.5g
139633BIJ,cytarabine   1g(0.1g/mL)
139637BIJ,cytarabine   2g(0.1g/mL)
139631BIJ,cytarabine   0.1g(20mg/mL)
139632BIJ,cytarabine   0.5g(50mg/mL)
139634BIJ,cytarabine   1g(50mg/mL)
139635BIJ,cytarabine   2g(50mg/mL)
139636BIJ,cytarabine   3g(50mg/mL)
139638BIJ,cytarabine   0.1g(50mg/mL)
139601BIJ,cytarabine   0.1g
139602BIJ,cytarabine   1g
139901BIJ,dacarbazine   0.1g
139902BIJ,dacarbazine   0.2g
148340BIJ,docetaxel   0.12g(20mg/mL)
148344BIJ,docetaxel   20mg(20mg/mL)
148348BIJ,docetaxel   80mg(20mg/mL)
148349BIJ,docetaxel   80mg(27.6mg/mL)
148346BIJ,docetaxel   20mg(40mg/mL)
148350BIJ,docetaxel   80mg(40mg/mL)
148351BIJ,docetaxel   0.12g(40mg/mL)
148341BIJ,docetaxel   20mg
148342BIJ,docetaxel   80mg
151901BIJ,enocitabine   0.25g
157131BIJ,etoposide   0.1g(20mg/mL)
157132BIJ,etoposide   0.15g(20mg/mL)
160101BIJ,fludarabine phosphate   50mg
161430BIJ,5-fluorouracil   0.25g(50mg/mL)
161431BIJ,5-fluorouracil   0.5g(50mg/mL)
161432BIJ,5-fluorouracil   1g(50mg/mL)
164930BIJ,gemcitabine hydrochloride (as gemcitabine   1g(38mg/mL))
164931BIJ,gemcitabine hydrochloride (as gemcitabine   0.2g(38mg/mL))
164932BIJ,gemcitabine hydrochloride (as gemcitabine   2g(38mg/mL))
167201BIJ,goserelin acetate (as goserelin   10.8mg)
167202BIJ,goserelin acetate (as goserelin   3.6mg)
173301BIJ,ifosfamide   1g
175530BIJ,interferon α-2a   3MI.U(6MI.U/mL)
177430BIJ,irinotecan hydrochloride   40mg(20mg/mL)
177431BIJ,irinotecan hydrochloride   0.1g(20mg/mL)
177433BIJ,irinotecan hydrochloride   0.2g(20mg/mL)
177435BIJ,irinotecan hydrochloride   0.3g(20mg/mL)
181401BIJ,"L-asparaginase   10,000Kyowa unit"
181403BIJ,L-asparaginase(Erwinia)   10KI.U
182630BIJ,leuprolide acetate   14mg(5mg/mL)
182602BIJ,leuprolide acetate   3.75mg
182604BIJ,leuprolide acetate   11.25mg
182605BIJ,leuprolide acetate (as leuprolide   7.5mg)
182606BIJ,leuprolide acetate (as leuprolide   22.5mg)
182608BIJ,leuprolide acetate (as leuprolide   45mg)
182610BIJ,leuprolide acetate   30mg
182611BIJ,leuprolide acetate   22.5mg
189902BIJ,melphalan   50mg
192142BIJ,methotrexate   1g(0.1g/mL)
192143BIJ,methotrexate   5g(0.1g/mL)
192139BIJ,methotrexate   50mg(25mg/mL)
192141BIJ,methotrexate   0.5g(25mg/mL)
196530BIJ,mitoxantrone hydrochloride   23.3mg(2.33mg/mL)
198001BIJ,thiotepa   15mg
198003BIJ,thiotepa   0.1g
205830BIJ,oxaliplatin   50mg(5mg/mL)
205832BIJ,oxaliplatin   0.2g(5mg/mL)
205834BIJ,oxaliplatin   0.1g(5mg/mL)
205803BIJ,oxaliplatin   0.15g
207830BIJ,paclitaxel   30mg(6mg/mL)
207831BIJ,paclitaxel   0.1g(6mg/mL)
207832BIJ,paclitaxel   0.15g(6mg/mL)
207833BIJ,paclitaxel   0.2g(6mg/mL)
207835BIJ,paclitaxel   0.3g(6mg/mL)
211130BIJ,peptides from thymus   22mg(11mg/mL)
228130BIJ,sizofiran   20mg(10mg/mL)
241901BIJ,topotecan hydrochloride (as topotecan   4mg)
242830BIJ,trastuzumab   0.6g(0.12mg/mL)
242801BIJ,trastuzumab   0.44g
242802BIJ,trastuzumab   0.15g
244930BIJ,triptorelin acetate   0.105mg(0.105mg/mL)
244902BIJ,triptorelin acetate (as triptorelin   3.75mg)
247830BIJ,vinblastine sulfate   10mg(1mg/mL)
248030BIJ,vincristine sulfate   1mg(1mg/mL)
248031BIJ,vincristine sulfate   2mg(1mg/mL)
248230BIJ,vinorelbine tartrate (as vinorelbine   10mg(10mg/mL))
248231BIJ,vinorelbine tartrate (as vinorelbine   50mg(10mg/mL))
422632BIJ,rituximab   1.6g(0.12g/mL)
422630BIJ,rituximab   0.1g(10mg/mL)
422631BIJ,rituximab   0.5g(10mg/mL)
422603BIJ,rituximab   1.4g(0.12g/mL)
452801BIJ,belotecan(CKD-602)   2mg
463301BIJ,bortezomib(PS-341)   3.5mg
463302BIJ,bortezomib(PS-341)   2.5mg
463303BIJ,bortezomib(PS-341)   1mg
467501BIJ,triptorelin pamoate (as triptorelin   11.25mg)
467502BIJ,triptorelin pamoate (as triptorelin   22.5mg)
481230BIJ,pemetrexed disodium (as pemetrexed   0.1g(25mg/mL))
481231BIJ,pemetrexed disodium (as pemetrexed   0.5g(25mg/mL))
481232BIJ,pemetrexed disodium (as pemetrexed   1g(25mg/mL))
481235BIJ,pemetrexed disodium (as pemetrexed   0.8g(25mg/mL))
481233BIJ,pemetrexed disodium (as pemetrexed   0.5g(50mg/mL))
481234BIJ,pemetrexed disodium (as pemetrexed   0.8g(50mg/mL))
481239BIJ,pemetrexed disodium (as pemetrexed   0.1g(50mg/mL))
481203BIJ,pemetrexed disodium (as pemetrexed   0.3g)
484301BIJ,azacitidine   0.1g
484302BIJ,azacitidine   0.15g
495601BIJ,decitabine   50mg
